symbol,latest_price
HST,17.665000915527344
HWM,189.25999450683594
HPQ,27.75
HUBB,438.010009765625
HUM,275.3399963378906
HBAN,17.6200008392334
HII,272.79998779296875
IBM,256.2799987792969
IEX,161.02999877929688
IDXX,643.780029296875
ITW,263.8399963378906
INCY,83.11000061035156
IR,79.05999755859375
PODD,340.29998779296875
INTC,24.780000686645508
IBKR,62.25
ICE,172.22000122070312
IFF,64.38999938964844
IP,45.57500076293945
IPG,26.315000534057617
INTU,651.3400268554688
ISRG,433.8699951171875
IVZ,22.364999771118164
INVH,29.649999618530273
IQV,186.05999755859375
IRM,99.86000061035156
JBHT,136.25
JBL,216.05999755859375
JKHY,158.42999267578125
J,146.77999877929688
JNJ,177.4499969482422
JCI,107.80000305175781
JPM,309.0199890136719
K,79.08000183105469
KVUE,18.250099182128906
KDP,26.7450008392334
KEY,18.834999084472656
KEYS,171.75999450683594
KMB,125.47000122070312
KIM,22.360000610351562
KMI,27.3700008392334
KKR,144.64999389648438
KLAC,988.6900024414062
KHC,25.6299991607666
KR,67.41999816894531
LHX,281.8399963378906
LH,275.4010009765625
LRCX,119.20999908447266
LW,56.130001068115234
LVS,53.084999084472656
LDOS,182.80999755859375
LEN,133.8000030517578
LII,552.3800048828125
LLY,748.4000244140625
LIN,476.8500061035156
LYV,172.39999389648438
LKQ,31.545000076293945
LMT,473.1600036621094
L,96.94499969482422
LOW,272.19000244140625
LULU,159.97000122070312
LYB,52.595001220703125
MTB,196.6199951171875
MPC,180.00999450683594
MKTX,181.47999572753906
MAR,265.1400146484375
MMC,198.14999389648438
MLM,611.0800170898438
MAS,73.48999786376953
MA,583.1599731445312
MTCH,37.46500015258789
MKC,65.96499633789062
MCD,302.010009765625
MCK,702.6699829101562
MDT,93.4800033569336
MRK,81.02999877929688
META,764.8400268554688
MET,80.4800033569336
MTD,1260.3199462890625
MGM,35.625
MCHP,63.17499923706055
MU,157.75
MSFT,515.4500122070312
MAA,140.6199951171875
MRNA,23.8700008392334
MHK,137.1199951171875
MOH,176.13999938964844
TAP,47.81999969482422
MDLZ,61.59000015258789
MPWR,849.7100219726562
MNST,64.3499984741211
MCO,508.7699890136719
MS,156.6300048828125
MOS,34.04999923706055
MSI,482.4649963378906
MSCI,576.6300048828125
NDAQ,92.83999633789062
NTAP,124.16000366210938
NFLX,1202.0
NEM,79.36499786376953
NWSA,29.90999984741211
NWS,32.86000061035156
NEE,71.52999877929688
NKE,73.06500244140625
NI,40.560001373291016
NDSN,225.9199981689453
NSC,277.2099914550781
NTRS,130.19000244140625
NOC,574.239990234375
NCLH,26.0049991607666
NRG,166.08999633789062
NUE,141.58999633789062
NVDA,177.77999877929688
NVR,8286.3896484375
NXPI,219.27000427246094
ORLY,106.30000305175781
OXY,45.4900016784668
ODFL,145.22999572753906
OMC,76.87000274658203
ON,48.119998931884766
OKE,72.61000061035156
ORCL,302.1099853515625
OTIS,89.62999725341797
PCAR,102.19000244140625
PKG,211.89999389648438
PLTR,171.17999267578125
PANW,201.30999755859375
PSKY,18.579999923706055
PH,759.97998046875
PAYX,131.97000122070312
PAYC,218.1199951171875
PYPL,67.11000061035156
PNR,110.5999984741211
PEP,140.6199951171875
PFE,23.975000381469727
PCG,15.364999771118164
PM,161.63999938964844
PSX,131.17999267578125
PNW,87.43000030517578
PNC,202.52000427246094
POOL,324.8299865722656
PPG,109.4800033569336
PPL,35.970001220703125
PFG,82.97000122070312
PG,156.85499572753906
PGR,245.58999633789062
PLD,114.29000091552734
PRU,105.45500183105469
PEG,82.98999786376953
PTC,204.39999389648438
PSA,286.57000732421875
PHM,134.82000732421875
PWR,385.67999267578125
QCOM,161.22999572753906
DGX,180.6199951171875
RL,315.8599853515625
RJF,168.25999450683594
RTX,158.3699951171875
O,60.23500061035156
REG,70.95999908447266
REGN,572.5800170898438
RF,26.889999389648438
RSG,228.14999389648438
RMD,271.19000244140625
RVTY,84.04000091552734
ROK,346.4200134277344
ROL,56.439998626708984
ROP,505.0
ROST,147.0500030517578
RCL,329.75
SPGI,543.9000244140625
CRM,242.50999450683594
SBAC,198.0399932861328
SLB,34.77000045776367
STX,211.1999969482422
SRE,83.38999938964844
NOW,947.1099853515625
SHW,357.1199951171875
SPG,183.8000030517578
SWKS,72.83999633789062
SJM,102.29000091552734
SW,44.459999084472656
SNA,339.7300109863281
SOLV,73.20999908447266
SO,92.30000305175781
LUV,31.43000030517578
SWK,78.56999969482422
SBUX,82.66999816894531
STT,112.12000274658203
STLD,131.49000549316406
STE,247.82000732421875
SYK,377.32000732421875
SMCI,45.37300109863281
SYF,76.31999969482422
SNPS,419.1300048828125
SYY,79.87000274658203
TMUS,239.69000244140625
TROW,104.16999816894531
TTWO,247.22999572753906
TPR,110.16999816894531
TRGP,163.35000610351562
TGT,88.55000305175781
TEL,211.08999633789062
TDY,556.3400268554688
TER,114.06999969482422
TSLA,410.2449951171875
TXN,178.17999267578125
TPL,922.6500244140625
TXT,82.2300033569336
TMO,474.4800109863281
TJX,141.1699981689453
TKO,204.5500030517578
TTD,45.540000915527344
TSCO,59.61000061035156
TT,402.44000244140625
TDG,1288.27001953125
TRV,276.239990234375
TRMB,81.01000213623047
TFC,44.78499984741211
TYL,539.4500122070312
TSN,53.97999954223633
USB,49.290000915527344
UBER,98.86000061035156
UDR,37.77000045776367
ULTA,525.8599853515625
UNP,216.24000549316406
UAL,104.58000183105469
UPS,84.04499816894531
URI,947.1400146484375
UNH,348.07000732421875
UHS,189.60000610351562
VLO,157.52999877929688
VTR,69.87000274658203
VLTO,107.83000183105469
VRSN,287.94500732421875
VRSK,255.02000427246094
VZ,43.869998931884766
VRTX,393.1499938964844
VTRS,9.600000381469727
VICI,33.07500076293945
V,339.05999755859375
VST,213.5500030517578
VMC,294.0299987792969
WRB,72.80000305175781
GWW,1013.4199829101562
WAB,188.38999938964844
WMT,103.69000244140625
DIS,115.61000061035156
WBD,19.475000381469727
WM,216.19000244140625
WAT,299.6000061035156
WEC,110.99500274658203
WFC,81.43000030517578
WELL,168.89999389648438
WST,257.5400085449219
WDC,102.41999816894531
WY,24.850000381469727
WSM,201.0
WMB,58.41999816894531
WTW,333.7699890136719
WDAY,222.77999877929688
WYNN,122.8499984741211
XEL,73.04000091552734
XYL,141.8699951171875
YUM,148.97999572753906
ZBRA,320.7699890136719
ZBH,100.95500183105469
ZTS,146.27999877929688
